customer_id,age,salary_net_income,social_security_net_income,self_employed_net_income,salary_frequency,months_current_job,total_experience_months,current_bankruptcy_status,ever_bankrupt,loan_id,loan_amount,interest_rate,tenure,tenure_type,fee,recurring_payment_amount,total_due,no_of_days_since_last_payment,missed_payments,on_time_payments,penalty,current_due,current_delinquent,current_default,past_collection_success,past_delinquencies,credit_score,past_to_be_collected,past_collection_amount,collectibility_score,refinance,extended_payment_plan,settlement_plans_with_waive_off,accepted_option,promised_to_pay,promised_to_pay_status,expected_collection_amount
C8736,34,751,0,0,biweekly,54.0,125.0,False,False,9735,1579,13.68,11,weekly,100,145.82,1704.02,53,7,2,748.56,2160.94,True,False,,13,803,0,0,38.1,False,False,False,Refinance,,,975.49
C8737,19,4703,0,2934,weekly,5.0,10.0,False,False,9736,2959,24.74,7,monthly,100,458.29,3308.03,185,6,1,2564.77,5414.51,True,True,True,14,508,4137,1834,58.62,True,False,False,Refinance,Yes,Partially kept,1834.0
C8738,44,3682,0,0,weekly,0.0,2.0,False,False,9737,4991,29.58,12,weekly,100,431.46,5277.52,68,9,3,2708.54,6691.68,True,False,False,5,830,1841,0,27.93,True,False,False,Refinance,No,not kept,0.0
C8739,89,1514,0,0,monthly,10.0,826.0,False,False,9738,2250,29.96,25,monthly,100,122.07,3151.75,497,16,7,2067.53,4364.79,True,True,True,10,845,154,93,40.45,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,93.0
C8740,63,4422,0,0,monthly,73.0,211.0,False,False,9739,3922,12.37,14,biweekly,100,290.24,4163.36,19,1,5,515.31,3227.47,True,False,,4,609,0,0,67.71,False,False,False,Refinance,,,1106.72
C8741,85,1669,0,2082,biweekly,8.0,61.0,False,False,9740,1110,18.51,21,biweekly,100,57.09,1298.89,284,20,1,1117.62,2359.42,True,True,,7,421,0,0,62.35,False,False,False,Refinance,,,1065.48
C8742,78,2330,0,4735,biweekly,75.0,149.0,False,False,9741,2756,27.34,21,biweekly,100,146.95,3185.95,136,9,0,2867.36,6053.31,True,True,False,19,515,4488,0,62.32,True,False,False,Refinance,Yes,not kept,0.0
C8743,49,2997,0,4638,weekly,87.0,231.0,False,False,9742,1950,13.09,6,biweekly,100,330.75,2084.5,58,4,1,1017.18,2770.93,True,False,,14,690,0,0,80.78,False,False,False,Refinance,,,1425.41
C8744,73,3272,0,0,weekly,333.0,408.0,False,False,9743,4341,10.98,18,biweekly,100,250.96,4617.28,180,12,3,3477.96,7342.36,True,True,True,17,578,8727,2602,55.79,True,False,True,Settlement_plans_with_waive_off,No,Partially kept,2602.0
C8745,50,1887,0,1775,biweekly,9.0,158.0,False,False,9744,1344,20.95,15,biweekly,100,95.48,1532.2,6,0,15,6.0,106.0,False,False,True,2,820,8279,8000,95.9,True,True,True,Extended_payment_plan,No,Partially kept,8000.0
C8746,92,4786,0,0,monthly,61.0,422.0,False,False,9745,3580,25.17,15,weekly,100,248.01,3820.15,64,9,6,1492.54,3824.63,True,False,,16,815,0,0,65.59,False,False,False,Refinance,,,1126.53
C8747,64,4293,0,0,monthly,50.0,428.0,False,False,9746,3789,13.49,13,weekly,100,296.78,3958.14,67,9,1,2453.11,6114.47,True,False,,9,804,0,0,62.26,False,False,False,Refinance,,,1303.76
C8748,80,4914,0,4040,weekly,56.0,228.0,False,False,9747,2124,13.84,24,monthly,100,101.82,2543.68,36,1,12,475.86,1797.7,True,False,,12,552,0,0,81.76,False,False,False,Refinance,,,1392.38
C8749,98,1135,0,0,monthly,67.0,146.0,False,False,9748,708,25.51,23,weekly,50,32.63,800.49,41,5,17,100.77,346.55,True,False,,15,390,0,0,66.88,False,False,False,Refinance,,,1270.88
C8750,72,1743,0,1289,monthly,49.0,183.0,False,False,9749,3873,20.78,12,weekly,100,331.19,4074.28,41,5,7,719.94,2475.89,True,False,,8,603,0,0,50.2,False,False,False,Refinance,,,1066.58
C8751,37,1372,0,0,biweekly,26.0,193.0,False,False,9750,4539,29.46,9,monthly,100,568.24,5214.16,10,0,4,294.12,3235.32,False,False,,13,588,0,0,47.7,False,False,False,Refinance,,,1008.86
C8752,60,0,1427,0,,,,False,False,9751,847,20.74,15,biweekly,50,60.14,952.1,109,7,4,640.39,1351.93,True,True,True,13,589,5419,5079,59.18,True,False,False,Refinance,Yes,Partially kept,5079.0
C8753,77,2312,0,0,biweekly,71.0,521.0,False,False,9752,3136,26.48,17,weekly,100,193.04,3381.68,79,11,4,2061.52,4671.04,True,False,True,6,306,9397,3017,47.47,True,True,False,Extended_payment_plan,Yes,Partially kept,3017.0
C8754,82,2626,0,0,weekly,83.0,110.0,False,False,9753,2388,24.79,19,biweekly,100,138.01,2722.19,178,12,3,2077.34,4385.5,True,True,True,14,459,7033,2410,46.89,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,2410.0
C8755,39,2509,0,0,weekly,11.0,248.0,False,False,9754,2254,15.51,19,biweekly,100,125.83,2490.77,220,15,4,1788.71,3776.16,True,True,,5,327,0,0,51.24,False,False,False,Refinance,,,1118.68
C8756,64,4294,0,189,weekly,14.0,21.0,False,True,9755,163,25.7,14,monthly,50,13.6,240.4,100,3,4,167.4,353.4,True,True,True,1,504,5079,543,70.23,True,False,True,Settlement_plans_with_waive_off,No,Partially kept,543.0
C8757,46,0,2821,4164,,,,False,False,9756,1799,27.33,20,monthly,100,112.99,2359.8,71,2,6,1194.12,2875.98,True,False,False,4,653,8955,0,57.84,True,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C8758,39,3723,0,2384,biweekly,0.0,15.0,False,False,9757,3838,12.3,12,weekly,100,324.77,3997.24,74,10,2,2477.3,5825.0,True,False,,6,696,0,0,57.86,False,False,False,Refinance,,,668.76
C8759,45,3266,0,3049,biweekly,77.0,128.0,False,False,9758,1382,16.69,15,monthly,100,102.71,1640.65,317,10,2,1291.71,2726.94,True,True,True,8,602,7902,5610,75.52,True,True,False,Extended_payment_plan,Yes,Partially kept,5610.0
C8760,76,4890,0,0,biweekly,70.0,649.0,False,False,9759,3311,18.42,12,weekly,100,282.31,3487.72,12,1,2,350.77,3273.87,True,False,,6,400,0,0,74.8,False,False,False,Refinance,,,1095.39
C8761,79,3058,0,571,weekly,50.0,139.0,False,False,9760,1183,19.74,21,weekly,100,58.72,1333.12,19,2,17,63.63,398.51,True,False,True,19,823,3722,755,70.33,True,False,False,Refinance,Yes,Partially kept,755.0
C8762,90,3377,0,0,biweekly,31.0,864.0,False,False,9761,4819,21.0,11,monthly,100,485.42,5439.62,193,6,0,4895.66,10335.28,True,True,False,8,516,2697,0,39.49,True,False,False,Refinance,Yes,not kept,0.0
C8763,82,1044,0,4755,monthly,62.0,239.0,False,False,9762,4179,15.89,10,monthly,100,448.94,4589.4,42,1,4,1173.33,3966.97,True,False,False,19,599,6566,0,63.16,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C8764,42,4323,0,0,weekly,65.0,185.0,False,False,9763,836,13.83,15,weekly,50,56.93,903.95,3,0,11,8.33,286.05,False,False,True,11,386,241,15,92.63,True,True,False,Extended_payment_plan,No,Partially kept,15.0
C8765,29,2921,0,0,biweekly,1.0,1.0,False,False,9764,140,14.56,22,weekly,50,6.57,194.54,8,1,13,8.73,117.86,True,False,True,6,535,9790,7741,68.76,False,True,True,Extended_payment_plan,No,Partially kept,7741.0
C8766,28,0,1075,0,,,,False,False,9765,648,10.75,21,monthly,50,33.99,763.79,514,17,1,656.82,1386.62,True,True,False,12,548,5975,0,46.9,False,True,False,Extended_payment_plan,No,not kept,0.0
C8767,46,0,4170,0,,,,False,False,9766,4538,11.93,12,weekly,100,383.83,4705.96,78,11,0,3670.65,8376.61,True,False,,16,763,0,0,41.62,False,False,False,Refinance,,,704.95
C8768,48,0,3309,1309,,,,False,True,9767,3344,12.65,10,monthly,100,354.09,3640.9,157,5,1,2958.13,6244.94,True,True,,11,439,0,0,50.85,False,False,False,Refinance,,,517.18
C8769,37,4810,0,0,monthly,8.0,20.0,False,False,9768,2919,13.6,19,weekly,100,157.68,3095.92,82,11,1,2409.36,5347.6,True,False,,19,448,0,0,55.5,False,False,False,Refinance,,,873.23
C8770,36,0,2676,0,,,,False,False,9769,4630,18.58,16,biweekly,100,307.27,5016.32,56,4,9,1260.5,3511.39,True,False,,18,833,0,0,34.93,False,False,False,Refinance,,,1236.68
C8771,74,3504,0,0,monthly,87.0,667.0,False,False,9770,2113,13.34,12,biweekly,100,182.01,2284.12,18,1,10,83.52,547.54,True,False,,3,593,0,0,86.5,False,False,False,Refinance,,,920.67
C8772,33,0,1879,0,,,,False,False,9771,3608,10.84,6,biweekly,100,610.14,3760.84,22,1,5,156.23,866.37,True,False,False,2,345,2315,0,30.71,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C8773,100,517,0,0,biweekly,67.0,751.0,False,False,9772,3147,13.17,11,monthly,100,305.27,3457.97,0,0,0,0.0,3457.97,False,False,,1,575,0,0,54.31,False,False,False,Refinance,,,1205.6
C8774,49,2820,0,0,monthly,19.0,24.0,False,False,9773,2103,21.05,16,biweekly,100,140.66,2350.56,86,6,9,932.77,2017.39,True,False,False,18,389,5910,0,47.53,True,False,False,Refinance,No,not kept,0.0
C8775,53,0,3893,0,,,,False,False,9774,266,11.01,12,monthly,50,23.51,332.12,251,8,2,256.59,541.69,True,True,,1,433,0,0,74.62,False,False,False,Refinance,,,1319.82
C8776,50,4703,0,1350,monthly,196.0,211.0,False,False,9775,2610,13.18,18,biweekly,100,152.08,2837.44,214,15,0,2553.7,5391.14,True,True,False,15,742,5419,0,74.82,True,False,False,Refinance,Yes,not kept,0.0
C8777,36,2623,0,4774,weekly,12.0,195.0,False,False,9776,1253,16.74,17,biweekly,100,78.05,1426.85,222,15,1,1213.92,2562.72,True,True,True,17,683,9195,3888,67.75,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,3888.0
C8778,34,608,0,1291,monthly,76.0,96.0,False,False,9777,737,25.51,17,weekly,50,45.29,819.93,78,11,5,462.91,1056.39,True,False,,1,800,0,0,80.12,False,False,False,Refinance,,,1227.69
C8779,87,4837,0,328,monthly,32.0,216.0,False,False,9778,1528,23.88,24,weekly,100,67.39,1717.36,79,11,12,717.86,1626.54,True,False,,0,724,0,0,85.99,False,False,False,Refinance,,,1429.84
C8780,27,3772,0,0,monthly,11.0,68.0,False,True,9779,4106,14.15,8,biweekly,100,525.9,4307.2,4,0,1,151.25,3932.55,False,False,False,7,824,5446,0,55.01,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C8781,35,0,3452,0,,,,False,False,9780,4077,14.91,15,biweekly,100,284.44,4366.6,155,11,1,3673.94,7756.1,True,True,False,4,796,6151,0,32.7,True,True,False,Refinance,Yes,not kept,0.0
C8782,38,0,1164,2608,,,,False,False,9781,2970,20.18,24,monthly,100,151.42,3734.08,365,12,2,3088.12,6519.36,True,True,True,19,590,5553,570,35.62,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,570.0
C8783,47,1801,0,0,monthly,2.0,323.0,False,False,9782,2026,13.73,16,biweekly,100,132.38,2218.08,122,8,5,1400.56,2956.74,True,True,,8,479,0,0,51.63,False,False,False,Refinance,,,742.89
C8784,90,1733,0,273,weekly,8.0,526.0,False,False,9783,4685,28.49,24,weekly,100,208.86,5112.64,5,0,18,67.66,1420.82,False,False,False,2,338,1679,0,50.07,True,True,False,Extended_payment_plan,Yes,not kept,0.0
C8785,36,3412,0,0,monthly,89.0,180.0,False,False,9784,2791,10.6,21,biweekly,100,138.95,3017.95,96,6,14,965.39,2038.04,True,True,False,9,671,8770,0,57.65,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C8786,21,4265,0,0,monthly,11.0,17.0,False,False,9785,1632,12.36,25,monthly,100,74.38,1959.5,304,10,3,1562.72,3299.08,True,True,True,2,393,5455,2326,62.88,True,False,False,Refinance,No,Partially kept,2326.0
C8787,72,3508,0,2178,weekly,12.0,596.0,False,False,9786,512,26.63,10,monthly,50,57.65,626.5,128,4,5,304.42,642.67,True,True,,11,809,0,0,80.11,False,False,False,Refinance,,,1061.95
C8788,43,2480,0,0,monthly,40.0,47.0,False,False,9787,1399,14.4,20,monthly,100,79.1,1682.0,78,2,4,1065.17,2430.77,True,False,,5,444,0,0,66.22,False,False,False,Refinance,,,890.73
C8789,98,1061,0,0,monthly,58.0,890.0,False,False,9788,1442,19.2,11,monthly,100,144.01,1684.11,140,4,3,1126.87,2378.95,True,True,True,18,763,3090,2792,53.66,True,True,True,Extended_payment_plan,No,Partially kept,2792.0
C8790,86,3202,0,0,monthly,7.0,614.0,False,False,9789,3058,28.16,15,biweekly,100,221.97,3429.55,2,0,12,15.32,781.23,False,False,False,10,596,9346,0,66.7,True,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C8791,66,2070,0,0,monthly,76.0,154.0,False,False,9790,3425,19.34,15,biweekly,100,242.16,3732.4,77,5,6,1755.17,4034.61,True,False,,4,716,0,0,46.28,False,False,False,Refinance,,,1239.41
C8792,37,1202,0,0,biweekly,11.0,214.0,False,False,9791,344,26.76,11,biweekly,50,33.24,415.64,35,2,0,145.47,561.11,True,False,True,3,537,9319,383,66.2,True,True,True,Settlement_plans_with_waive_off,No,Partially kept,383.0
C8793,93,2929,0,369,monthly,60.0,900.0,False,False,9792,702,12.37,12,weekly,50,59.41,762.92,17,2,3,99.4,684.09,True,False,True,11,469,322,144,85.6,True,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,144.0
C8794,98,4307,0,4238,biweekly,25.0,545.0,False,False,9793,2459,20.72,23,biweekly,100,117.43,2800.89,5,0,18,34.36,721.51,False,False,,10,756,0,0,92.86,False,False,False,Refinance,,,1172.61
C8795,55,3360,0,0,monthly,83.0,330.0,False,False,9794,2410,16.8,6,biweekly,100,410.8,2564.8,69,4,0,1769.71,4334.51,True,False,,3,509,0,0,65.12,False,False,False,Refinance,,,1320.67
C8796,62,2668,0,0,biweekly,43.0,467.0,False,False,9795,2725,25.76,25,weekly,100,116.16,3004.0,88,12,0,2643.52,5647.52,True,False,False,15,620,6651,0,45.14,True,False,False,Refinance,No,not kept,0.0
C8797,79,3528,0,380,weekly,7.0,641.0,False,False,9796,203,28.81,12,monthly,50,19.67,286.04,196,6,2,222.03,468.73,True,True,True,3,587,593,397,77.54,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,397.0
C8798,68,0,4247,0,,,,False,False,9797,270,28.53,11,weekly,50,25.36,328.96,34,4,1,103.22,406.82,True,False,False,2,568,2652,0,60.4,True,True,False,Refinance,Yes,not kept,0.0
C8799,45,668,0,3954,monthly,38.0,45.0,False,False,9798,942,18.55,13,biweekly,50,76.13,1039.69,79,5,4,580.78,1315.95,True,False,True,16,795,5952,58,66.28,True,False,False,Refinance,Yes,Partially kept,58.0
C8800,61,4540,0,0,weekly,55.0,214.0,False,False,9799,1585,10.65,6,weekly,100,266.06,1696.36,27,3,0,458.02,2154.38,True,False,False,11,838,4874,0,71.53,True,True,False,Refinance,Yes,not kept,0.0
C8801,71,3160,0,0,monthly,10.0,217.0,False,False,9800,769,22.2,15,weekly,50,53.04,845.6,33,4,5,191.53,771.93,True,False,True,1,531,1308,1188,84.34,True,False,False,Refinance,Yes,Partially kept,1188.0
C8802,80,2220,0,0,weekly,53.0,740.0,False,False,9801,4973,18.85,16,biweekly,100,330.31,5384.96,70,5,2,3307.04,8031.38,True,False,False,6,365,1519,0,39.06,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C8803,43,4967,0,0,weekly,69.0,117.0,False,False,9802,4870,11.16,25,monthly,100,219.22,5580.5,211,7,13,2457.58,5188.22,True,True,True,11,626,78,55,54.23,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,55.0
C8804,69,736,0,0,biweekly,31.0,53.0,False,False,9803,4806,18.91,25,biweekly,100,210.94,5373.5,200,14,7,3507.23,7404.15,True,True,False,16,695,8476,0,14.04,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C8805,47,2951,0,0,weekly,32.0,236.0,False,False,9804,1386,27.48,24,weekly,100,61.64,1579.36,48,6,4,639.74,1972.54,True,False,,9,478,0,0,70.18,False,False,False,Refinance,,,1175.55
C8806,82,0,972,0,,,,False,False,9805,1754,25.11,20,biweekly,100,96.86,2037.2,29,2,13,225.63,1003.65,True,False,True,8,617,112,25,26.4,True,False,False,Refinance,Yes,Partially kept,25.0
C8807,35,1242,0,0,monthly,30.0,88.0,False,False,9806,4806,28.3,11,monthly,100,501.13,5612.43,149,4,6,2345.09,4950.74,True,True,True,17,689,9226,1545,23.29,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,1545.0
C8808,61,1139,0,0,biweekly,5.0,481.0,False,False,9807,1260,30.0,17,monthly,100,91.89,1662.13,218,7,0,1495.92,3158.05,True,True,,18,389,0,0,47.79,False,False,False,Refinance,,,1761.48
C8809,28,3871,0,534,biweekly,69.0,77.0,False,False,9808,2360,25.17,20,weekly,100,124.09,2581.8,26,3,8,413.16,2002.24,True,False,,0,660,0,0,83.83,False,False,False,Refinance,,,1292.85
C8810,98,3876,0,3128,biweekly,304.0,431.0,False,False,9809,2195,12.03,12,biweekly,100,188.46,2361.52,50,3,9,332.69,998.07,True,False,,12,837,0,0,96.18,False,False,False,Refinance,,,1284.39
C8811,48,2418,0,145,weekly,32.0,80.0,False,False,9810,1706,23.58,22,biweekly,100,85.89,1989.58,132,9,12,863.01,1821.91,True,True,True,6,395,285,167,55.14,True,False,False,Refinance,Yes,Partially kept,167.0
C8812,90,1654,0,4466,weekly,21.0,809.0,False,False,9811,3089,13.62,24,weekly,100,132.96,3291.04,89,12,7,2100.68,4461.0,True,False,True,8,779,826,16,70.32,True,False,False,Refinance,Yes,Partially kept,16.0
C8813,76,3128,0,0,monthly,3.0,34.0,False,False,9812,4041,24.96,19,biweekly,100,233.69,4540.11,129,9,0,4086.1,8626.21,True,True,,1,351,0,0,39.55,False,False,False,Refinance,,,1587.27
C8814,35,2243,0,0,biweekly,9.0,101.0,False,False,9813,857,26.93,25,biweekly,50,39.09,1027.25,192,13,2,854.16,1803.23,True,True,True,2,377,8263,4435,63.25,True,False,False,Refinance,Yes,Partially kept,4435.0
C8815,48,2432,0,0,weekly,36.0,226.0,False,False,9814,1212,13.55,21,monthly,100,65.15,1468.15,194,6,5,1028.16,2170.56,True,True,,18,786,0,0,74.76,False,False,False,Refinance,,,1208.0
C8816,58,4373,0,0,monthly,23.0,443.0,True,True,9815,2289,18.09,14,biweekly,100,172.16,2510.24,5,0,1,116.9,2454.98,False,False,True,9,678,8899,668,88.94,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,668.0
C8817,55,509,0,0,weekly,1.0,384.0,False,False,9816,456,17.62,17,biweekly,50,28.49,534.33,90,6,1,455.26,961.1,True,False,True,3,598,3184,2122,54.08,True,False,False,Refinance,Yes,Partially kept,2122.0
C8818,94,3942,0,0,monthly,63.0,120.0,False,False,9817,1061,22.95,15,biweekly,100,75.83,1237.45,102,7,0,1113.71,2351.16,True,True,False,7,367,3425,0,66.45,True,False,True,Refinance,No,not kept,0.0
C8819,65,3909,0,0,biweekly,36.0,397.0,False,False,9818,3569,17.36,15,weekly,100,244.34,3765.1,3,0,6,68.97,2368.03,False,False,,7,574,0,0,77.29,False,False,False,Refinance,,,1323.49
C8820,58,1576,0,0,monthly,15.0,274.0,False,False,9819,1434,20.27,13,weekly,100,113.34,1573.42,65,9,4,728.04,1848.1,True,False,True,5,619,8827,4480,52.04,True,False,False,Refinance,No,Partially kept,4480.0
C8821,27,1754,0,2542,weekly,25.0,72.0,False,False,9820,3771,24.38,19,weekly,100,207.91,4050.29,27,3,1,1037.44,4879.82,True,False,,16,771,0,0,48.0,False,False,False,Refinance,,,1516.41
C8822,82,1604,0,0,biweekly,3.0,14.0,False,False,9821,1077,18.35,15,monthly,100,80.89,1313.35,172,5,3,963.61,2034.29,True,True,True,14,361,7068,3640,51.48,False,True,True,Extended_payment_plan,No,Partially kept,3640.0
C8823,37,4090,0,2010,monthly,25.0,119.0,False,False,9822,3595,29.02,9,weekly,100,410.67,3796.03,47,6,0,1784.13,5580.16,True,False,True,19,377,4912,8,55.37,True,False,False,Refinance,No,Partially kept,8.0
C8824,28,2367,0,0,biweekly,9.0,24.0,False,False,9823,418,11.77,19,weekly,50,22.5,477.5,80,11,1,364.0,819.0,True,False,True,19,550,5964,266,58.8,True,False,False,Refinance,Yes,Partially kept,266.0
C8825,86,1298,0,0,monthly,5.0,32.0,False,False,9824,133,26.97,19,weekly,50,7.37,190.03,88,12,3,147.77,315.69,True,False,,2,665,0,0,65.29,False,False,False,Refinance,,,1177.89
C8826,44,715,0,0,monthly,2.0,155.0,False,False,9825,2726,17.87,17,monthly,100,182.69,3205.73,214,7,2,2556.32,5396.67,True,True,False,15,710,5598,0,19.95,False,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C8827,54,2663,0,2486,weekly,69.0,198.0,False,False,9826,4770,28.06,22,biweekly,100,244.74,5484.28,290,20,1,4715.59,9955.13,True,True,True,14,308,7414,5250,49.85,True,False,False,Refinance,No,Partially kept,5250.0
C8828,69,4771,0,0,biweekly,172.0,487.0,False,False,9827,2644,21.75,12,biweekly,100,232.5,2890.0,152,10,0,2601.0,5491.0,True,True,True,2,623,7772,6426,83.39,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,6426.0
C8829,64,2358,0,312,biweekly,33.0,507.0,False,False,9828,2224,21.55,12,monthly,100,207.67,2592.04,120,4,3,1772.13,3741.16,True,True,,8,807,0,0,61.94,False,False,False,Refinance,,,1055.61
C8830,36,0,2302,0,,,,False,False,9829,2150,10.67,17,weekly,100,128.82,2289.94,14,2,15,50.07,407.71,True,False,False,0,320,981,0,57.82,True,False,False,Refinance,No,not kept,0.0
C8831,40,666,0,0,weekly,16.0,19.0,False,False,9830,3996,13.69,11,weekly,100,369.04,4159.44,43,6,3,1312.5,4364.82,True,False,,3,486,0,0,24.4,False,False,False,Refinance,,,805.84
C8832,59,0,648,0,,,,False,False,9831,612,18.8,13,biweekly,50,49.49,693.37,107,7,2,534.95,1129.34,True,True,,1,635,0,0,48.89,False,False,False,Refinance,,,1063.46
C8833,41,0,3186,0,,,,False,False,9832,2638,22.11,21,biweekly,100,137.7,2991.7,231,16,3,2320.74,4899.34,True,True,True,7,348,7608,5977,40.53,False,True,False,Extended_payment_plan,No,Partially kept,5977.0
C8834,91,1670,0,0,biweekly,34.0,601.0,False,False,9833,1826,26.71,16,monthly,100,136.9,2290.4,260,8,8,1075.68,2270.88,True,True,False,15,617,4930,0,49.46,False,True,True,Extended_payment_plan,No,not kept,0.0
C8835,96,3014,0,456,biweekly,13.0,111.0,False,False,9834,1963,17.64,11,biweekly,100,185.8,2143.8,54,3,6,555.66,1584.66,True,False,,2,625,0,0,72.12,False,False,False,Refinance,,,2006.06
C8836,63,0,3162,1170,,,,False,False,9835,3511,19.87,22,monthly,100,191.72,4317.84,568,18,1,3713.51,7839.63,True,True,,8,776,0,0,42.64,False,False,False,Refinance,,,1382.76
C8837,25,4555,0,0,biweekly,41.0,53.0,False,False,9836,1988,21.98,18,biweekly,100,119.53,2251.54,38,2,7,537.64,1952.47,True,False,False,1,503,3921,0,73.29,True,True,True,Extended_payment_plan,No,not kept,0.0
C8838,87,3328,0,0,biweekly,82.0,361.0,False,False,9837,1803,25.11,10,biweekly,100,190.02,2000.2,25,1,2,405.04,2025.2,True,False,True,15,461,360,187,76.86,False,True,False,Extended_payment_plan,Yes,Partially kept,187.0
C8839,31,4863,0,0,weekly,30.0,112.0,False,False,9838,299,20.94,6,biweekly,50,51.25,357.5,63,4,1,192.94,499.19,True,False,True,17,724,5030,2234,68.33,False,True,True,Extended_payment_plan,Yes,Partially kept,2234.0
C8840,37,0,1028,0,,,,False,False,9839,4875,21.6,16,weekly,100,315.56,5148.96,28,4,7,823.21,3763.25,True,False,False,13,371,5536,0,16.14,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C8841,80,4353,0,1073,monthly,61.0,672.0,False,False,9840,3697,29.59,25,biweekly,100,170.75,4368.75,267,19,2,3624.52,7651.77,True,True,False,11,320,718,0,56.64,True,False,False,Refinance,No,not kept,0.0
C8842,51,4905,0,0,monthly,33.0,160.0,False,True,9841,625,19.57,24,weekly,50,27.28,704.72,62,8,12,233.96,611.32,True,False,True,0,412,9861,5524,83.34,False,True,False,Extended_payment_plan,Yes,Partially kept,5524.0
C8843,57,2602,0,2840,biweekly,18.0,400.0,False,False,9842,2507,21.47,14,monthly,100,204.02,2956.28,52,1,2,1325.08,3873.32,True,False,,9,684,0,0,79.74,False,False,False,Refinance,,,1430.51
C8844,23,716,0,0,monthly,5.0,32.0,False,False,9843,356,28.87,16,weekly,50,23.31,422.96,33,4,0,139.58,562.54,True,False,False,5,637,7219,0,58.41,True,False,False,Refinance,No,not kept,0.0
C8845,56,680,0,0,biweekly,29.0,213.0,False,False,9844,1517,17.06,21,monthly,100,84.07,1865.47,187,6,6,1224.95,2586.0,True,True,True,0,690,1082,253,45.78,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,253.0
C8846,67,4866,0,1851,biweekly,21.0,488.0,False,False,9845,1977,23.16,20,biweekly,100,108.36,2267.2,150,10,5,1552.86,3278.26,True,True,,3,447,0,0,75.21,False,False,False,Refinance,,,976.98
C8847,27,4228,0,0,monthly,43.0,99.0,False,False,9846,1100,23.26,7,weekly,100,159.97,1219.79,5,0,1,52.99,1112.81,False,False,True,13,349,5079,4861,92.78,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,4861.0
C8848,32,4750,0,2668,weekly,28.0,39.0,False,False,9847,3409,25.22,16,monthly,100,253.1,4149.6,218,7,0,3734.64,7884.24,True,True,,7,469,0,0,65.39,False,False,False,Refinance,,,1650.94
C8849,80,4389,0,2272,monthly,51.0,718.0,False,False,9848,2583,16.09,19,monthly,100,154.9,3043.1,34,1,13,350.0,1379.4,True,False,False,0,494,8191,0,93.77,True,True,True,Refinance,Yes,not kept,0.0
C8850,33,934,0,0,biweekly,48.0,118.0,False,False,9849,754,11.7,13,monthly,50,62.04,856.52,286,9,0,770.87,1627.39,True,True,False,14,524,4819,0,52.22,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C8851,64,3632,0,0,biweekly,37.0,446.0,False,False,9850,2009,25.29,6,monthly,100,359.96,2259.76,28,0,2,431.16,1971.0,False,False,False,11,558,870,0,83.44,True,True,True,Extended_payment_plan,No,not kept,0.0
C8852,38,4820,0,0,monthly,3.0,102.0,False,False,9851,1660,27.4,25,biweekly,100,75.88,1997.0,219,15,10,1114.38,2352.58,True,True,,2,668,0,0,67.41,False,False,False,Refinance,,,1367.32
C8853,25,3995,0,0,weekly,8.0,28.0,False,False,9852,628,14.39,6,biweekly,50,106.7,690.2,2,0,1,11.67,595.17,False,False,,11,570,0,0,86.98,False,False,False,Refinance,,,1487.83
C8854,19,2308,0,0,biweekly,1.0,2.0,False,False,9853,1546,14.65,18,weekly,100,88.21,1687.78,16,2,4,213.59,1548.53,True,False,False,0,312,9851,0,63.09,True,True,True,Extended_payment_plan,No,not kept,0.0
C8855,72,0,4225,195,,,,False,False,9854,479,16.3,15,weekly,50,32.74,541.1,67,9,1,340.6,848.96,True,False,,12,773,0,0,65.82,False,False,False,Refinance,,,1277.34
C8856,45,0,3192,0,,,,False,False,9855,534,28.67,25,weekly,50,22.92,623.0,154,22,1,540.07,1140.15,True,True,False,15,363,1990,0,50.12,True,False,False,Refinance,Yes,not kept,0.0
C8857,40,0,909,4947,,,,False,False,9856,4128,24.4,18,monthly,100,276.15,5070.7,410,13,5,3320.96,7010.91,True,True,,18,308,0,0,48.51,False,False,False,Refinance,,,883.44
