Customer_ID,Age,Salary_Net_Income,Social_security_net_income,Self_employed_net_income,Salary_frequency,Months_current_job,Total_experience_months,Current_Bankruptcy_status,Ever_Bankrupt,Loan_ID,Loan_Amount,Interest_rate,Tenure,Tenure_type,Fee,Recurring_payment_amount,Total_Due,No_of_days_since_last_payment,Missed_payments,On_time_payments,Penalty,Current_due,Current_delinquent,Current_default,Past_Collection_Success,Past_delinquencies,Credit_Score,Past_to_be_collected,Past_Collection_amount,Refinance,Extended_payment_plan,Settlement_plans_with_waive_off,Accepted_option,Promised_to_pay,Promised_to_pay_status
C749,34,4065,0,0,biweekly,48.0,163.0,False,False,1748,4118,15.41,19,monthly,100,245.63,4766.97,339,11,8,2521.74,5323.67,True,True,False,7,784,3780,0,False,True,False,Extended_payment_plan,Yes,not kept
C750,37,3814,0,0,weekly,23.0,110.0,False,False,1749,4341,11.27,21,monthly,100,228.73,4903.33,243,8,1,4207.14,8881.74,True,True,False,1,328,8951,0,False,True,True,Extended_payment_plan,Yes,not kept
C751,68,1415,0,1134,biweekly,16.0,90.0,False,False,1750,3978,26.7,6,weekly,100,674.97,4149.82,38,5,1,1320.44,4795.29,True,False,True,8,665,1664,1299,True,True,False,Refinance,Yes,Partially kept
C752,37,4905,0,0,weekly,73.0,101.0,False,False,1751,831,17.82,15,weekly,50,56.93,903.95,44,6,4,297.54,973.77,True,False,N/A,5,315,0,0,False,False,False,N/A,N/A,N/A
C753,56,2821,0,3657,monthly,35.0,155.0,False,True,1752,4591,23.99,25,weekly,100,194.86,4971.5,167,23,0,4474.35,9445.85,True,True,False,10,453,4694,0,True,False,False,Refinance,No,not kept
C754,37,0,4517,1194,,,,False,False,1753,1396,26.92,11,weekly,100,130.89,1539.79,64,9,1,901.7,2310.6,True,False,False,7,507,8041,0,True,True,False,Extended_payment_plan,Yes,not kept
C755,72,4322,0,0,biweekly,78.0,197.0,False,False,1754,2729,17.19,17,monthly,100,182.01,3194.17,338,11,4,2219.52,4685.65,True,True,N/A,0,775,0,0,False,False,False,N/A,N/A,N/A
C756,51,2335,0,0,biweekly,1.0,224.0,False,False,1755,3412,26.29,8,biweekly,100,446.13,3669.04,44,3,3,1025.49,3356.14,True,False,False,19,749,4733,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C757,89,2957,0,4065,weekly,79.0,702.0,False,False,1756,3015,13.77,21,monthly,100,162.38,3509.98,468,15,0,3158.98,6668.96,True,True,True,14,472,7475,6306,True,False,True,Refinance,No,Partially kept
C758,27,3714,0,0,monthly,45.0,96.0,False,False,1757,4722,26.96,13,monthly,100,422.89,5597.57,301,10,2,4276.61,9028.4,True,True,True,19,727,5567,344,True,True,False,Extended_payment_plan,Yes,Partially kept
C759,48,2930,0,3198,monthly,84.0,228.0,False,False,1758,3863,10.03,22,weekly,100,179.51,4049.22,100,14,3,3159.62,6670.31,True,True,True,0,563,626,159,True,True,False,Extended_payment_plan,Yes,Partially kept
C760,98,3436,0,0,biweekly,44.0,418.0,False,False,1759,4097,19.73,10,monthly,100,447.65,4576.5,53,1,8,527.51,1522.81,True,False,False,15,838,816,0,True,False,False,Refinance,No,not kept
C761,37,1580,0,3054,monthly,79.0,228.0,False,False,1760,1318,28.17,18,monthly,100,90.62,1731.16,420,14,0,1558.04,3289.2,True,True,True,14,336,4294,1991,True,False,False,Refinance,Yes,Partially kept
C762,24,3942,0,0,monthly,37.0,59.0,False,False,1761,2785,24.36,9,weekly,100,316.74,2950.66,8,1,7,58.68,792.16,True,False,False,18,786,1429,0,True,False,False,Refinance,Yes,not kept
C763,59,1416,0,1262,weekly,21.0,471.0,False,False,1762,4711,10.11,8,monthly,100,611.42,4991.36,89,2,6,1177.33,2500.17,True,False,True,2,715,3482,2036,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C764,66,1916,0,0,biweekly,47.0,212.0,False,False,1763,2817,25.72,24,biweekly,100,132.44,3278.56,122,8,13,1401.16,2958.0,True,True,False,18,501,848,0,True,False,False,Refinance,Yes,not kept
C765,95,1499,0,227,biweekly,33.0,84.0,False,False,1764,1741,21.76,24,weekly,100,76.4,1933.6,71,10,1,1318.61,3175.81,True,False,N/A,18,637,0,0,False,False,False,N/A,N/A,N/A
C766,40,2031,0,0,biweekly,14.0,50.0,False,False,1765,4717,20.47,10,biweekly,100,492.37,5023.7,80,5,4,2443.38,5497.6,True,False,False,3,670,4191,0,True,True,False,Refinance,No,not kept
C767,51,2084,0,0,biweekly,72.0,181.0,False,False,1766,4713,19.93,14,weekly,100,346.4,4949.6,19,2,12,150.63,943.43,True,False,False,17,733,3187,0,True,False,False,Refinance,Yes,not kept
C768,22,0,2655,4166,,,,False,False,1767,1291,15.28,17,weekly,100,77.97,1425.49,47,6,0,669.98,2095.47,True,False,True,3,487,1812,687,True,False,False,Refinance,Yes,Partially kept
C769,18,0,2625,4112,,,,False,False,1768,4783,15.27,8,weekly,100,605.8,4946.4,24,3,4,605.57,3128.77,True,False,True,14,666,8508,7762,False,True,False,Extended_payment_plan,No,Partially kept
C770,41,4350,0,0,monthly,65.0,235.0,False,False,1769,4696,27.05,18,biweekly,100,287.43,5273.74,231,16,0,4746.37,10020.11,True,True,N/A,14,660,0,0,False,False,False,N/A,N/A,N/A
C771,25,2557,0,0,biweekly,33.0,35.0,False,False,1770,1173,28.68,13,biweekly,100,97.35,1365.55,55,3,9,269.17,758.57,True,False,N/A,10,822,0,0,False,False,False,N/A,N/A,N/A
C772,61,4574,0,0,biweekly,71.0,318.0,False,False,1771,1472,20.73,20,biweekly,100,79.92,1698.4,72,5,3,1050.22,2508.86,True,False,True,12,327,1751,1104,False,True,True,Extended_payment_plan,Yes,Partially kept
C773,47,2994,0,0,biweekly,5.0,10.0,False,False,1772,1621,29.31,19,monthly,100,107.66,2145.54,97,3,4,1543.41,3258.31,True,True,N/A,7,507,0,0,False,False,False,N/A,N/A,N/A
C774,63,2829,0,0,weekly,89.0,408.0,False,False,1773,1924,28.1,17,weekly,100,118.76,2118.92,28,4,10,260.77,1192.09,True,False,N/A,5,541,0,0,False,False,False,N/A,N/A,N/A
C775,31,806,0,0,weekly,17.0,106.0,False,False,1774,3932,22.22,18,weekly,100,227.42,4193.56,86,12,3,3019.72,6531.02,True,False,False,9,585,4507,0,False,True,True,Extended_payment_plan,No,not kept
C776,49,1195,0,0,weekly,60.0,309.0,False,False,1775,2749,16.07,11,biweekly,100,259.27,2951.97,87,6,0,2568.21,5520.18,True,False,N/A,13,698,0,0,False,False,False,N/A,N/A,N/A
C777,71,4659,0,0,biweekly,2.0,5.0,False,False,1776,1785,27.28,14,monthly,100,150.3,2204.2,26,0,9,221.39,1072.89,False,False,N/A,2,397,0,0,False,False,False,N/A,N/A,N/A
C778,91,2656,0,0,biweekly,63.0,395.0,False,False,1777,3639,15.12,16,weekly,100,233.1,3829.6,58,8,0,2221.17,6050.77,True,False,N/A,17,370,0,0,False,False,False,N/A,N/A,N/A
C779,70,4517,0,0,biweekly,311.0,428.0,False,False,1778,3937,15.99,13,biweekly,100,316.04,4208.52,150,10,0,3787.67,7996.19,True,True,True,1,546,2390,1461,True,True,True,Extended_payment_plan,Yes,Partially kept
C780,74,3448,0,0,biweekly,10.0,553.0,False,False,1779,4546,13.18,14,biweekly,100,337.19,4820.66,76,5,1,3407.44,7890.91,True,False,False,11,616,9088,0,True,True,True,Refinance,Yes,not kept
C781,66,3198,0,4372,biweekly,32.0,301.0,False,False,1780,748,11.97,15,biweekly,50,51.72,825.8,199,14,0,743.22,1569.02,True,True,N/A,6,490,0,0,False,False,False,N/A,N/A,N/A
C782,43,0,4622,0,,,,False,False,1781,3455,26.04,9,monthly,100,426.73,3940.57,250,8,0,3546.51,7487.08,True,True,N/A,15,840,0,0,False,False,False,N/A,N/A,N/A
C783,28,1896,0,0,monthly,62.0,85.0,False,False,1782,4709,17.54,25,monthly,100,226.22,5755.5,430,14,11,2940.37,6207.45,True,True,True,1,562,8664,7797,False,True,False,Extended_payment_plan,Yes,Partially kept
C784,42,0,782,1819,,,,False,False,1783,4349,29.52,24,monthly,100,242.09,5910.16,86,2,8,3417.16,7390.6,True,False,N/A,14,551,0,0,False,False,False,N/A,N/A,N/A
C785,77,3467,0,0,monthly,71.0,662.0,False,False,1784,807,11.1,14,biweekly,50,59.51,883.14,142,10,4,580.59,1225.69,True,True,True,6,595,816,179,False,True,False,Extended_payment_plan,No,Partially kept
C786,62,1696,0,0,weekly,23.0,207.0,False,False,1785,2551,23.49,16,biweekly,100,171.96,2851.36,38,2,4,822.14,2985.66,True,False,N/A,4,432,0,0,False,False,False,N/A,N/A,N/A
C787,58,0,4247,0,,,,False,False,1786,946,12.15,19,weekly,50,50.96,1018.24,87,12,5,664.19,1427.63,True,False,False,16,543,4818,0,True,True,True,Settlement_plans_with_waive_off,No,not kept
C788,20,0,2042,1192,,,,False,True,1787,3495,17.09,7,weekly,100,505.87,3641.09,36,5,0,1310.79,4951.88,True,False,N/A,14,830,0,0,False,False,False,N/A,N/A,N/A
C789,22,0,2767,0,,,,False,False,1788,1736,25.36,8,weekly,100,221.79,1874.32,28,4,2,400.61,1831.35,True,False,False,3,336,8249,0,True,False,False,Refinance,No,not kept
C790,18,3003,0,0,biweekly,0.0,0.0,False,False,1789,4101,21.6,16,biweekly,100,274.79,4496.64,50,3,6,1423.95,4271.85,True,False,False,19,547,2688,0,True,False,True,Settlement_plans_with_waive_off,No,not kept
C791,58,4502,0,0,monthly,57.0,480.0,False,False,1790,2871,27.6,23,biweekly,100,141.34,3350.82,204,14,0,3015.74,6366.56,True,True,True,9,727,7600,6245,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C792,41,3150,0,2881,weekly,47.0,135.0,False,False,1791,2127,10.22,10,biweekly,100,217.33,2273.3,46,3,6,445.89,1415.21,True,False,N/A,8,717,0,0,False,False,False,N/A,N/A,N/A
C793,87,2906,0,0,weekly,110.0,141.0,False,False,1792,4328,12.56,24,biweekly,100,191.42,4694.08,313,22,2,3880.12,8191.36,True,True,False,14,533,7967,0,True,False,False,Refinance,No,not kept
C794,62,4031,0,0,monthly,22.0,485.0,False,False,1793,4602,15.67,16,weekly,100,295.05,4820.8,104,14,0,4338.72,9159.52,True,True,True,3,806,1492,790,True,False,False,Refinance,Yes,Partially kept
C795,36,4708,0,4289,monthly,2.0,33.0,False,False,1794,1886,19.92,11,monthly,100,189.0,2179.0,106,3,5,1110.6,2344.6,True,True,N/A,12,633,0,0,False,False,False,N/A,N/A,N/A
C796,54,1772,0,0,weekly,0.0,170.0,False,False,1795,4857,28.66,6,monthly,100,878.5,5371.0,49,1,5,479.46,1457.96,True,False,N/A,13,399,0,0,False,False,False,N/A,N/A,N/A
C797,53,506,0,1600,monthly,39.0,40.0,False,False,1796,534,18.01,21,weekly,50,26.41,604.61,51,7,3,267.94,793.32,True,False,False,19,770,6621,0,False,True,True,Settlement_plans_with_waive_off,Yes,not kept
C798,80,2373,0,0,monthly,23.0,356.0,False,False,1797,4983,29.71,22,monthly,100,296.48,6622.56,292,9,0,5960.3,12582.86,True,True,N/A,16,316,0,0,False,False,False,N/A,N/A,N/A
C799,32,869,0,0,monthly,58.0,84.0,False,False,1798,3583,12.56,11,weekly,100,330.47,3735.17,0,0,10,0.0,430.47,False,False,N/A,13,418,0,0,False,False,False,N/A,N/A,N/A
C800,18,0,3509,2938,,,,False,False,1799,677,23.54,13,biweekly,50,55.44,770.72,182,13,0,693.65,1464.37,True,True,True,7,760,7208,5625,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C801,57,3037,0,0,monthly,17.0,106.0,False,False,1800,1893,29.56,23,monthly,100,108.79,2602.17,55,1,10,832.85,2347.12,True,False,N/A,4,715,0,0,False,False,False,N/A,N/A,N/A
C802,93,3406,0,0,weekly,28.0,200.0,False,False,1801,3733,28.94,23,monthly,100,213.36,5007.28,14,0,15,252.96,2059.84,False,False,N/A,14,421,0,0,False,False,False,N/A,N/A,N/A
C803,46,2381,0,790,biweekly,65.0,262.0,False,False,1802,626,22.9,18,weekly,50,36.25,702.5,27,3,8,111.38,523.88,True,False,True,7,795,7117,1311,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C804,29,1754,0,0,monthly,1.0,31.0,False,False,1803,2867,28.98,24,weekly,100,127.96,3171.04,22,3,8,472.42,2619.78,True,False,False,6,576,610,0,True,False,True,Refinance,Yes,not kept
C805,48,1428,0,0,weekly,11.0,226.0,False,False,1804,4738,27.55,15,weekly,100,329.42,5041.3,25,3,10,436.78,2183.88,True,False,True,5,846,4849,3808,True,True,True,Extended_payment_plan,No,Partially kept
C806,62,4105,0,762,weekly,48.0,309.0,False,False,1805,2372,19.96,13,weekly,100,187.4,2536.2,89,12,0,2257.22,4793.42,True,False,False,5,496,7745,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C807,87,2590,0,0,biweekly,15.0,573.0,False,False,1806,4747,26.75,17,biweekly,100,305.8,5298.6,64,4,0,3391.1,8689.7,True,False,False,5,303,9783,0,True,True,False,Refinance,Yes,not kept
C808,30,2319,0,0,weekly,5.0,129.0,False,False,1807,3399,13.31,6,weekly,100,571.59,3529.54,32,4,0,1129.45,4658.99,True,False,True,9,529,7706,7649,True,True,True,Refinance,Yes,Partially kept
C809,93,3185,0,0,biweekly,72.0,805.0,False,False,1808,3087,24.5,10,biweekly,100,324.92,3349.2,32,2,7,343.92,1418.68,True,False,N/A,14,644,0,0,False,False,False,N/A,N/A,N/A
C810,96,3244,0,0,weekly,19.0,925.0,False,False,1809,1208,25.22,21,monthly,100,71.74,1606.54,598,19,1,1381.32,2916.12,True,True,True,9,850,5642,303,True,True,True,Extended_payment_plan,No,Partially kept
C811,45,4571,0,4102,monthly,56.0,178.0,False,False,1810,4961,10.68,8,monthly,100,645.22,5261.76,34,1,1,1569.62,6186.16,True,False,True,15,490,2422,832,True,True,False,Extended_payment_plan,No,Partially kept
C812,90,944,0,0,weekly,11.0,697.0,False,False,1811,4759,19.64,15,weekly,100,326.94,5004.1,17,2,8,406.06,2794.64,True,False,N/A,10,593,0,0,False,False,False,N/A,N/A,N/A
C813,60,630,0,0,biweekly,10.0,41.0,False,False,1812,1903,14.22,23,monthly,100,95.01,2285.23,169,5,1,1971.2,4161.42,True,True,False,8,765,3812,0,True,True,True,Refinance,No,not kept
C814,25,2574,0,0,weekly,3.0,38.0,False,False,1813,287,17.67,18,weekly,50,16.46,346.28,98,14,2,282.02,595.38,True,True,True,18,478,773,53,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C815,59,4835,0,0,biweekly,120.0,247.0,False,False,1814,1388,26.62,15,monthly,100,109.79,1746.85,348,11,2,1374.54,2901.81,True,True,False,6,385,2927,0,True,False,True,Refinance,Yes,not kept
C816,73,3143,0,0,biweekly,18.0,553.0,False,False,1815,1321,20.58,18,biweekly,100,79.03,1522.54,1,0,12,5.74,579.92,False,False,N/A,2,449,0,0,False,False,False,N/A,N/A,N/A
C817,98,4784,0,0,biweekly,51.0,242.0,False,False,1816,4484,19.99,9,weekly,100,507.85,4670.65,48,6,1,1998.14,6160.94,True,False,N/A,17,429,0,0,False,False,False,N/A,N/A,N/A
C818,36,0,799,3476,,,,False,False,1817,1773,24.91,20,weekly,100,93.18,1963.6,107,15,2,1599.52,3376.76,True,True,False,9,699,7176,0,True,True,True,Refinance,No,not kept
C819,79,2688,0,0,biweekly,59.0,233.0,False,False,1818,1682,15.73,15,monthly,100,124.25,1963.75,256,8,7,984.6,2078.6,True,True,True,16,650,9800,2176,True,False,False,Refinance,Yes,Partially kept
C820,93,0,1164,570,,,,False,False,1819,1010,28.47,19,biweekly,100,59.17,1224.23,175,12,4,888.8,1876.35,True,True,N/A,12,845,0,0,False,False,False,N/A,N/A,N/A
C821,91,2880,0,0,monthly,67.0,745.0,False,False,1820,3346,10.42,20,weekly,100,170.84,3516.8,43,6,1,1438.76,4784.72,True,False,N/A,19,398,0,0,False,False,False,N/A,N/A,N/A
C822,75,4484,0,0,biweekly,85.0,358.0,False,False,1821,2628,25.3,25,weekly,100,111.9,2897.5,34,4,7,718.83,2833.03,True,False,False,10,584,4393,0,True,True,True,Settlement_plans_with_waive_off,Yes,not kept
C823,67,0,2584,0,,,,False,False,1822,2897,22.58,25,biweekly,100,129.42,3335.5,222,15,0,3001.95,6337.45,True,True,N/A,3,353,0,0,False,False,False,N/A,N/A,N/A
C824,73,917,0,0,weekly,78.0,166.0,False,True,1823,1362,11.81,9,biweekly,100,154.79,1493.11,19,1,1,254.28,1592.6,True,False,True,17,600,1409,882,True,False,True,Refinance,Yes,Partially kept
C825,41,4668,0,0,weekly,201.0,209.0,False,False,1824,212,29.64,8,weekly,50,27.18,267.44,40,5,0,106.98,374.42,True,False,False,16,494,8120,0,True,False,True,Settlement_plans_with_waive_off,No,not kept
C826,85,4269,0,3322,biweekly,38.0,737.0,False,False,1825,107,25.75,19,weekly,50,5.91,162.29,48,6,5,63.72,196.46,True,False,False,9,662,8190,0,False,True,False,Extended_payment_plan,Yes,not kept
C827,99,3693,0,0,monthly,37.0,68.0,False,False,1826,2888,22.14,10,biweekly,100,302.5,3125.0,133,9,0,2812.5,5937.5,True,True,False,5,347,3071,0,True,True,False,Extended_payment_plan,Yes,not kept
C828,37,3746,0,0,weekly,34.0,130.0,False,False,1827,4260,10.99,13,monthly,100,349.08,4638.04,71,2,11,566.69,1364.85,True,False,True,17,399,4907,2977,False,True,True,Extended_payment_plan,Yes,Partially kept
C829,66,3973,0,0,weekly,82.0,477.0,False,False,1828,2736,14.3,6,weekly,100,460.4,2862.4,31,4,2,601.9,2543.5,True,False,N/A,13,482,0,0,False,False,False,N/A,N/A,N/A
C830,22,4553,0,0,monthly,21.0,24.0,False,False,1829,4233,20.63,21,biweekly,100,219.63,4712.23,78,5,2,3332.92,7605.89,True,False,True,17,512,5350,801,True,False,False,Refinance,No,Partially kept
C831,98,0,763,320,,,,False,False,1830,4944,12.91,13,biweekly,100,393.66,5217.58,81,5,7,1994.19,4456.15,True,False,True,18,643,9326,2072,True,True,False,Refinance,Yes,Partially kept
C832,68,2295,0,0,weekly,88.0,252.0,False,False,1831,1421,12.85,9,monthly,100,166.46,1598.14,210,7,0,1438.33,3036.47,True,True,N/A,19,790,0,0,False,False,False,N/A,N/A,N/A
C833,55,0,3610,4833,,,,False,False,1832,1720,24.92,14,biweekly,100,131.87,1946.18,143,10,4,1276.83,2695.53,True,True,True,14,320,5150,369,False,True,False,Extended_payment_plan,No,Partially kept
C834,71,4927,0,0,weekly,379.0,442.0,False,False,1833,744,22.77,12,weekly,50,63.78,815.36,63,9,0,513.68,1329.04,True,False,True,6,745,5122,2887,True,True,False,Refinance,Yes,Partially kept
C835,30,3672,0,3883,weekly,3.0,125.0,False,False,1834,1636,25.78,25,biweekly,100,74.21,1955.25,156,11,13,891.47,1881.99,True,True,N/A,16,563,0,0,False,False,False,N/A,N/A,N/A
C836,51,1641,0,0,biweekly,18.0,83.0,False,False,1835,2111,12.53,23,weekly,100,94.46,2272.58,25,3,10,332.0,1659.98,True,False,False,17,762,5054,0,True,False,False,Refinance,No,not kept
C837,98,3510,0,2855,weekly,39.0,820.0,False,False,1836,3369,11.46,9,biweekly,100,382.63,3543.67,28,2,1,885.09,4046.13,True,False,N/A,17,360,0,0,False,False,False,N/A,N/A,N/A
C838,23,2753,0,0,monthly,5.0,18.0,False,False,1837,2145,10.98,14,monthly,100,163.94,2395.16,67,2,4,1165.4,2904.8,True,False,True,7,734,4526,1800,True,False,False,Refinance,Yes,Partially kept
C839,88,846,0,0,biweekly,7.0,629.0,False,False,1838,1568,20.74,7,weekly,100,227.59,1693.13,9,1,0,152.38,1845.51,True,False,N/A,6,803,0,0,False,False,False,N/A,N/A,N/A
C840,33,1932,0,0,biweekly,7.0,36.0,False,False,1839,1273,17.04,9,biweekly,100,146.12,1415.08,60,4,2,673.7,1796.54,True,False,True,18,792,1354,8,True,False,True,Refinance,No,Partially kept
C841,22,1107,0,0,monthly,10.0,30.0,False,False,1840,2477,22.02,21,weekly,100,123.52,2693.92,29,4,0,781.24,3475.16,True,False,True,17,513,5777,5233,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C842,41,0,1340,1780,,,,False,False,1841,1025,17.72,11,monthly,100,101.64,1218.04,165,5,6,547.38,1155.58,True,True,False,16,358,4814,0,False,True,True,Extended_payment_plan,No,not kept
C843,78,0,3414,0,,,,False,False,1842,2488,14.57,16,weekly,100,159.23,2647.68,35,5,8,480.84,1854.68,True,False,False,16,798,9708,0,True,False,False,Refinance,Yes,not kept
C844,99,0,2437,492,,,,False,True,1843,4680,11.88,9,biweekly,100,531.95,4887.55,120,8,0,4398.8,9286.35,True,True,True,12,694,1347,1063,False,True,False,Extended_payment_plan,Yes,Partially kept
C845,81,2253,0,4055,biweekly,21.0,691.0,False,False,1844,4479,19.76,10,monthly,100,489.46,4994.6,253,8,2,3614.11,7629.79,True,True,N/A,1,402,0,0,False,False,False,N/A,N/A,N/A
C846,93,4472,0,0,monthly,39.0,765.0,False,False,1845,1947,20.85,11,weekly,100,181.29,2094.19,14,2,1,267.81,2180.71,True,False,N/A,11,476,0,0,False,False,False,N/A,N/A,N/A
C847,98,2326,0,1233,monthly,79.0,212.0,False,False,1846,758,21.94,16,monthly,50,55.07,931.12,468,15,0,838.01,1769.13,True,True,False,9,656,2325,0,False,True,True,Extended_payment_plan,No,not kept
C848,90,2040,0,0,weekly,28.0,388.0,False,False,1847,1482,16.76,10,biweekly,100,153.5,1635.0,7,0,5,60.73,928.23,False,False,N/A,12,303,0,0,False,False,False,N/A,N/A,N/A
C849,80,0,3324,0,,,,False,False,1848,3330,19.52,24,weekly,100,145.35,3588.4,42,6,18,408.28,1380.38,True,False,N/A,18,610,0,0,False,False,False,N/A,N/A,N/A
C850,30,3511,0,0,monthly,42.0,141.0,False,False,1849,2447,19.92,9,biweekly,100,282.41,2641.69,124,8,1,2123.35,4482.63,True,True,True,8,617,2724,2041,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C851,66,4759,0,0,monthly,2.0,77.0,False,True,1850,2179,11.51,17,weekly,100,130.74,2322.58,117,16,1,1972.66,4164.5,True,True,N/A,2,429,0,0,False,False,False,N/A,N/A,N/A
C852,82,3965,0,4087,biweekly,55.0,490.0,False,False,1851,2369,17.41,21,weekly,100,117.01,2557.21,26,3,4,543.18,2632.35,True,False,N/A,7,358,0,0,False,False,False,N/A,N/A,N/A
C853,72,4038,0,0,weekly,33.0,466.0,False,False,1852,3451,19.12,11,weekly,100,320.69,3627.59,34,4,2,1015.31,4001.52,True,False,True,9,453,9831,9794,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C854,79,1472,0,2344,biweekly,30.0,182.0,False,False,1853,3886,16.18,20,biweekly,100,207.25,4245.0,5,0,5,160.44,3369.19,False,False,N/A,8,401,0,0,False,False,False,N/A,N/A,N/A
C855,44,3005,0,0,monthly,2.0,172.0,False,False,1854,4166,23.64,18,monthly,100,277.15,5088.7,183,6,9,2334.92,4929.27,True,True,N/A,2,438,0,0,False,False,False,N/A,N/A,N/A
C856,98,2958,0,0,weekly,591.0,630.0,False,True,1855,1147,23.15,19,weekly,100,63.09,1298.71,124,17,0,1168.84,2467.55,True,True,N/A,19,324,0,0,False,False,False,N/A,N/A,N/A
C857,89,2302,0,0,biweekly,60.0,560.0,False,False,1856,574,19.79,25,monthly,50,28.2,755.0,144,4,12,374.94,791.54,True,True,True,4,404,4431,3186,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept
C858,98,0,1684,0,,,,False,False,1857,3147,13.4,21,biweekly,100,158.5,3428.5,38,2,3,1122.14,4075.14,True,False,False,1,640,8942,0,True,True,False,Refinance,No,not kept
C859,51,4725,0,0,biweekly,89.0,208.0,False,False,1858,2372,28.79,6,monthly,100,429.19,2675.14,50,1,3,693.78,2081.35,True,False,True,9,837,4373,2121,True,False,False,Refinance,No,Partially kept
C860,29,4767,0,0,weekly,11.0,97.0,False,False,1859,355,16.3,10,weekly,50,36.11,411.1,63,9,1,236.24,611.23,True,False,False,19,781,5907,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C861,40,3281,0,0,weekly,45.0,156.0,False,False,1860,3082,12.85,20,biweekly,100,162.22,3344.4,120,8,7,1987.97,4196.83,True,True,N/A,11,830,0,0,False,False,False,N/A,N/A,N/A
C862,99,4716,0,0,weekly,13.0,442.0,False,False,1861,2816,22.35,24,monthly,100,146.58,3617.92,213,7,12,1673.06,3532.02,True,True,True,13,578,7921,5881,True,True,True,Refinance,Yes,Partially kept
C863,33,564,0,0,weekly,38.0,97.0,False,False,1862,404,19.88,13,monthly,50,34.8,502.4,133,4,5,295.56,623.96,True,True,N/A,15,372,0,0,False,False,False,N/A,N/A,N/A
C864,48,3145,0,3858,biweekly,71.0,204.0,False,False,1863,2966,14.89,18,monthly,100,184.88,3427.84,142,4,13,921.96,1946.36,True,True,False,2,671,9552,0,False,True,False,Extended_payment_plan,No,not kept
C865,33,0,4965,0,,,,False,False,1864,690,28.79,22,biweekly,50,35.51,831.22,134,9,3,652.22,1376.91,True,True,N/A,4,688,0,0,False,False,False,N/A,N/A,N/A
C866,76,566,0,0,monthly,62.0,467.0,True,True,1865,848,12.93,10,monthly,50,89.91,949.1,26,0,6,106.51,516.15,False,False,N/A,19,841,0,0,False,False,False,N/A,N/A,N/A
C867,84,4997,0,0,monthly,62.0,750.0,False,False,1866,4336,17.1,10,biweekly,100,449.44,4594.4,40,2,2,1478.21,5173.73,True,False,N/A,14,633,0,0,False,False,False,N/A,N/A,N/A
C868,29,1046,0,0,biweekly,101.0,114.0,False,False,1867,917,24.63,22,weekly,50,43.99,1017.78,118,16,3,797.23,1683.04,True,True,N/A,3,575,0,0,False,False,False,N/A,N/A,N/A
C869,55,1462,0,0,biweekly,55.0,331.0,False,True,1868,533,18.36,12,monthly,50,48.96,637.52,341,11,1,529.7,1118.26,True,True,N/A,14,585,0,0,False,False,False,N/A,N/A,N/A
C870,67,763,0,489,biweekly,22.0,380.0,False,False,1869,3857,22.91,7,weekly,100,560.75,4025.25,5,0,4,89.11,1871.36,False,False,True,11,426,9744,3746,True,True,False,Refinance,No,Partially kept
C871,32,4332,0,0,biweekly,19.0,148.0,False,False,1870,182,24.72,11,biweekly,50,17.5,242.5,57,4,2,118.28,325.78,True,False,N/A,7,736,0,0,False,False,False,N/A,N/A,N/A
C872,89,0,583,4648,,,,False,False,1871,545,25.84,24,biweekly,50,25.64,665.36,170,12,8,414.22,874.46,True,True,False,14,844,5712,0,False,True,False,Extended_payment_plan,No,not kept
C873,98,2372,0,1836,monthly,27.0,778.0,False,True,1872,3420,11.78,14,biweekly,100,252.67,3637.38,110,7,5,2136.63,4510.66,True,True,False,7,512,3854,0,True,True,False,Refinance,No,not kept
C874,90,1094,0,0,weekly,76.0,852.0,False,False,1873,3334,25.35,25,weekly,100,141.98,3649.5,59,8,12,1147.99,3093.73,True,False,N/A,13,543,0,0,False,False,False,N/A,N/A,N/A
C875,76,1013,0,596,weekly,70.0,150.0,False,False,1874,3437,20.08,13,biweekly,100,278.9,3725.7,142,10,0,3353.13,7078.83,True,True,True,7,539,6246,6161,True,False,True,Refinance,Yes,Partially kept
C876,82,893,0,0,monthly,89.0,665.0,False,False,1875,3319,13.15,15,biweekly,100,230.32,3554.8,40,2,7,777.02,2719.58,True,False,False,14,333,2542,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C877,72,0,3308,0,,,,False,False,1876,2427,13.96,7,biweekly,100,354.2,2579.4,70,5,2,1309.7,3180.7,True,False,N/A,7,380,0,0,False,False,False,N/A,N/A,N/A
